,date_local,latitude,longitude,arithmetic_mean,units_of_measure,sample_duration
0,2016-12-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
1,2016-12-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
2,2016-12-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
3,2016-12-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
4,2016-12-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
5,2016-12-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
6,2016-12-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
7,2016-12-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
8,2016-12-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
9,2016-12-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
10,2016-12-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
11,2016-12-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
12,2016-12-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
13,2016-12-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
14,2016-12-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
15,2016-12-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
16,2016-12-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
17,2016-12-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
18,2016-12-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
19,2016-12-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
20,2016-12-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
21,2016-12-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
22,2016-12-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
23,2016-12-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
24,2016-12-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
25,2016-12-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
26,2016-12-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
27,2016-12-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
28,2016-12-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
29,2016-11-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
30,2016-11-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
31,2016-11-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
32,2016-11-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
33,2016-11-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
34,2016-11-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
35,2016-11-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
36,2016-11-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
37,2016-11-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
38,2016-11-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
39,2016-11-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
40,2016-11-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
41,2016-11-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
42,2016-11-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
43,2016-11-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
44,2016-11-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
45,2016-11-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
46,2016-11-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
47,2016-11-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
48,2016-11-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
49,2016-11-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
50,2016-11-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
51,2016-11-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
52,2016-11-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
53,2016-11-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
54,2016-11-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
55,2016-11-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
56,2016-11-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
57,2016-10-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
58,2016-10-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
59,2016-10-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
60,2016-10-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
61,2016-10-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
62,2016-10-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
63,2016-10-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
64,2016-10-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
65,2016-10-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
66,2016-10-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
67,2016-10-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
68,2016-10-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
69,2016-10-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
70,2016-10-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
71,2016-10-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
72,2016-10-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
73,2016-10-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
74,2016-10-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
75,2016-10-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
76,2016-10-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
77,2016-10-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
78,2016-10-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
79,2016-10-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
80,2016-10-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
81,2016-10-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
82,2016-10-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
83,2016-10-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
84,2016-10-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
85,2016-10-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
86,2016-10-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
87,2016-10-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
88,2016-09-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
89,2016-09-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
90,2016-09-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
91,2016-09-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
92,2016-09-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
93,2016-09-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
94,2016-09-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
95,2016-09-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
96,2016-09-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
97,2016-09-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
98,2016-09-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
99,2016-09-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
100,2016-09-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
101,2016-09-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
102,2016-09-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
103,2016-09-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
104,2016-09-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
105,2016-09-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
106,2016-09-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
107,2016-09-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
108,2016-09-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
109,2016-09-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
110,2016-09-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
111,2016-09-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
112,2016-09-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
113,2016-08-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
114,2016-08-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
115,2016-08-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
116,2016-08-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
117,2016-08-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
118,2016-08-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
119,2016-08-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
120,2016-08-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
121,2016-08-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
122,2016-08-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
123,2016-08-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
124,2016-08-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
125,2016-08-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
126,2016-08-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
127,2016-08-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
128,2016-08-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
129,2016-08-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
130,2016-08-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
131,2016-08-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
132,2016-08-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
133,2016-08-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
134,2016-08-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
135,2016-08-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
136,2016-08-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
137,2016-08-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
138,2016-08-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
139,2016-08-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
140,2016-08-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
141,2016-08-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
142,2016-08-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
143,2016-08-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
144,2016-07-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
145,2016-07-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
146,2016-07-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
147,2016-07-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
148,2016-07-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
149,2016-07-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
150,2016-07-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
151,2016-07-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
152,2016-07-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
153,2016-07-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
154,2016-07-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
155,2016-07-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
156,2016-07-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
157,2016-07-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
