,date_local,latitude,longitude,arithmetic_mean,units_of_measure,sample_duration
0,2020-03-31,37.360684,-118.330783,203.6375,Degrees Compass,1 HOUR
1,2020-03-30,37.360684,-118.330783,210.504167,Degrees Compass,1 HOUR
2,2020-03-29,37.360684,-118.330783,219.254167,Degrees Compass,1 HOUR
3,2020-03-28,37.360684,-118.330783,181.416667,Degrees Compass,1 HOUR
4,2020-03-27,37.360684,-118.330783,196.804167,Degrees Compass,1 HOUR
5,2020-03-26,37.360684,-118.330783,256.170833,Degrees Compass,1 HOUR
6,2020-03-25,37.360684,-118.330783,244.395833,Degrees Compass,1 HOUR
7,2020-03-24,37.360684,-118.330783,240.554545,Degrees Compass,1 HOUR
8,2020-03-23,37.360684,-118.330783,155.34,Degrees Compass,1 HOUR
9,2020-03-21,37.360684,-118.330783,228.923529,Degrees Compass,1 HOUR
10,2020-03-20,37.360684,-118.330783,207.816667,Degrees Compass,1 HOUR
11,2020-03-19,37.360684,-118.330783,158.508333,Degrees Compass,1 HOUR
12,2020-03-18,37.360684,-118.330783,251.933333,Degrees Compass,1 HOUR
13,2020-03-17,37.360684,-118.330783,168.095833,Degrees Compass,1 HOUR
14,2020-03-16,37.360684,-118.330783,160.158333,Degrees Compass,1 HOUR
15,2020-03-15,37.360684,-118.330783,165.058333,Degrees Compass,1 HOUR
16,2020-03-14,37.360684,-118.330783,163.245833,Degrees Compass,1 HOUR
17,2020-03-13,37.360684,-118.330783,204.483333,Degrees Compass,1 HOUR
18,2020-03-12,37.360684,-118.330783,179.279167,Degrees Compass,1 HOUR
19,2020-03-11,37.360684,-118.330783,193.8625,Degrees Compass,1 HOUR
20,2020-03-10,37.360684,-118.330783,210.8375,Degrees Compass,1 HOUR
21,2020-03-09,37.360684,-118.330783,186.791667,Degrees Compass,1 HOUR
22,2020-03-08,37.360684,-118.330783,191.391667,Degrees Compass,1 HOUR
23,2020-03-07,37.360684,-118.330783,202.25,Degrees Compass,1 HOUR
24,2020-03-06,37.360684,-118.330783,195.025,Degrees Compass,1 HOUR
25,2020-03-05,37.360684,-118.330783,197.875,Degrees Compass,1 HOUR
26,2020-03-04,37.360684,-118.330783,187.341667,Degrees Compass,1 HOUR
27,2020-03-03,37.360684,-118.330783,278.3625,Degrees Compass,1 HOUR
28,2020-03-02,37.360684,-118.330783,192.35,Degrees Compass,1 HOUR
29,2020-03-01,37.360684,-118.330783,260.391667,Degrees Compass,1 HOUR
30,2020-02-29,37.360684,-118.330783,198.554167,Degrees Compass,1 HOUR
31,2020-02-28,37.360684,-118.330783,229.654167,Degrees Compass,1 HOUR
32,2020-02-27,37.360684,-118.330783,242.633333,Degrees Compass,1 HOUR
33,2020-02-26,37.360684,-118.330783,177.533333,Degrees Compass,1 HOUR
34,2020-02-25,37.360684,-118.330783,283.720833,Degrees Compass,1 HOUR
35,2020-02-24,37.360684,-118.330783,196.8375,Degrees Compass,1 HOUR
36,2020-02-23,37.360684,-118.330783,211.8875,Degrees Compass,1 HOUR
37,2020-02-22,37.360684,-118.330783,241.85,Degrees Compass,1 HOUR
38,2020-02-21,37.360684,-118.330783,278.325,Degrees Compass,1 HOUR
39,2020-02-20,37.360684,-118.330783,200.754167,Degrees Compass,1 HOUR
40,2020-02-19,37.360684,-118.330783,211.55,Degrees Compass,1 HOUR
41,2020-02-18,37.360684,-118.330783,209.733333,Degrees Compass,1 HOUR
42,2020-02-17,37.360684,-118.330783,291.15,Degrees Compass,1 HOUR
43,2020-02-16,37.360684,-118.330783,260.916667,Degrees Compass,1 HOUR
44,2020-02-15,37.360684,-118.330783,236.720833,Degrees Compass,1 HOUR
45,2020-02-14,37.360684,-118.330783,209.4875,Degrees Compass,1 HOUR
46,2020-02-13,37.360684,-118.330783,215.195833,Degrees Compass,1 HOUR
47,2020-02-12,37.360684,-118.330783,265.066667,Degrees Compass,1 HOUR
48,2020-02-11,37.360684,-118.330783,309.775,Degrees Compass,1 HOUR
49,2020-02-10,37.360684,-118.330783,250.141667,Degrees Compass,1 HOUR
50,2020-02-09,37.360684,-118.330783,270.1,Degrees Compass,1 HOUR
51,2020-02-08,37.360684,-118.330783,230.983333,Degrees Compass,1 HOUR
52,2020-02-07,37.360684,-118.330783,237.291667,Degrees Compass,1 HOUR
53,2020-02-06,37.360684,-118.330783,307.8875,Degrees Compass,1 HOUR
54,2020-02-05,37.360684,-118.330783,240.814286,Degrees Compass,1 HOUR
55,2020-02-04,37.360684,-118.330783,337.329167,Degrees Compass,1 HOUR
56,2020-02-03,37.360684,-118.330783,290.954167,Degrees Compass,1 HOUR
57,2020-02-02,37.360684,-118.330783,265.6875,Degrees Compass,1 HOUR
58,2020-02-01,37.360684,-118.330783,254.825,Degrees Compass,1 HOUR
59,2020-01-31,37.360684,-118.330783,254.3125,Degrees Compass,1 HOUR
60,2020-01-30,37.360684,-118.330783,271.779167,Degrees Compass,1 HOUR
61,2020-01-29,37.360684,-118.330783,174.879167,Degrees Compass,1 HOUR
62,2020-01-28,37.360684,-118.330783,202.5375,Degrees Compass,1 HOUR
63,2020-01-27,37.360684,-118.330783,262.45,Degrees Compass,1 HOUR
64,2020-01-26,37.360684,-118.330783,222.733333,Degrees Compass,1 HOUR
65,2020-01-25,37.360684,-118.330783,169.470833,Degrees Compass,1 HOUR
66,2020-01-24,37.360684,-118.330783,216.5875,Degrees Compass,1 HOUR
67,2020-01-23,37.360684,-118.330783,256.316667,Degrees Compass,1 HOUR
68,2020-01-22,37.360684,-118.330783,235.920833,Degrees Compass,1 HOUR
69,2020-01-21,37.360684,-118.330783,232.3375,Degrees Compass,1 HOUR
70,2020-01-20,37.360684,-118.330783,170.345833,Degrees Compass,1 HOUR
71,2020-01-19,37.360684,-118.330783,240.204167,Degrees Compass,1 HOUR
72,2020-01-18,37.360684,-118.330783,215.0125,Degrees Compass,1 HOUR
73,2020-01-17,37.360684,-118.330783,223.008333,Degrees Compass,1 HOUR
74,2020-01-16,37.360684,-118.330783,263.125,Degrees Compass,1 HOUR
75,2020-01-15,37.360684,-118.330783,234.079167,Degrees Compass,1 HOUR
76,2020-01-14,37.360684,-118.330783,266.895833,Degrees Compass,1 HOUR
77,2020-01-13,37.360684,-118.330783,172.170833,Degrees Compass,1 HOUR
78,2020-01-12,37.360684,-118.330783,219.345833,Degrees Compass,1 HOUR
79,2020-01-11,37.360684,-118.330783,223.279167,Degrees Compass,1 HOUR
80,2020-01-10,37.360684,-118.330783,179.709524,Degrees Compass,1 HOUR
81,2020-01-09,37.360684,-118.330783,236.054167,Degrees Compass,1 HOUR
82,2020-01-08,37.360684,-118.330783,265.766667,Degrees Compass,1 HOUR
83,2020-01-07,37.360684,-118.330783,226.670833,Degrees Compass,1 HOUR
84,2020-01-06,37.360684,-118.330783,197.6125,Degrees Compass,1 HOUR
85,2020-01-05,37.360684,-118.330783,279.504167,Degrees Compass,1 HOUR
86,2020-01-04,37.360684,-118.330783,221.2625,Degrees Compass,1 HOUR
87,2020-01-03,37.360684,-118.330783,227.291667,Degrees Compass,1 HOUR
88,2020-01-02,37.360684,-118.330783,276.0625,Degrees Compass,1 HOUR
89,2020-01-01,37.360684,-118.330783,252.829167,Degrees Compass,1 HOUR
90,2020-03-31,36.607556,-118.047709,211.120833,Degrees Compass,1 HOUR
91,2020-03-30,36.607556,-118.047709,203.575,Degrees Compass,1 HOUR
92,2020-03-29,36.607556,-118.047709,228.0125,Degrees Compass,1 HOUR
93,2020-03-28,36.607556,-118.047709,217.404167,Degrees Compass,1 HOUR
94,2020-03-27,36.607556,-118.047709,260.941667,Degrees Compass,1 HOUR
95,2020-03-26,36.607556,-118.047709,248.820833,Degrees Compass,1 HOUR
96,2020-03-25,36.607556,-118.047709,192.2875,Degrees Compass,1 HOUR
97,2020-03-24,36.607556,-118.047709,155.3,Degrees Compass,1 HOUR
