,date_local,latitude,longitude,arithmetic_mean,units_of_measure,sample_duration
0,2017-12-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
1,2017-12-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
2,2017-12-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
3,2017-12-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
4,2017-12-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
5,2017-12-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
6,2017-12-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
7,2017-12-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
8,2017-12-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
9,2017-12-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
10,2017-12-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
11,2017-12-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
12,2017-12-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
13,2017-12-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
14,2017-12-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
15,2017-12-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
16,2017-12-15,34.725352,-120.428717,0.1,Parts per billion,24-HR BLK AVG
17,2017-12-14,34.725352,-120.428717,0.2,Parts per billion,24-HR BLK AVG
18,2017-12-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
19,2017-12-11,34.725352,-120.428717,0.9,Parts per billion,24-HR BLK AVG
20,2017-12-10,34.725352,-120.428717,0.3,Parts per billion,24-HR BLK AVG
21,2017-12-09,34.725352,-120.428717,0.4,Parts per billion,24-HR BLK AVG
22,2017-12-08,34.725352,-120.428717,1.0,Parts per billion,24-HR BLK AVG
23,2017-12-07,34.725352,-120.428717,0.7,Parts per billion,24-HR BLK AVG
24,2017-12-06,34.725352,-120.428717,0.5,Parts per billion,24-HR BLK AVG
25,2017-12-05,34.725352,-120.428717,0.1,Parts per billion,24-HR BLK AVG
26,2017-12-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
27,2017-12-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
28,2017-12-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
29,2017-12-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
30,2017-11-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
31,2017-11-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
32,2017-11-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
33,2017-11-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
34,2017-11-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
35,2017-11-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
36,2017-11-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
37,2017-11-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
38,2017-11-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
39,2017-11-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
40,2017-11-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
41,2017-11-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
42,2017-11-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
43,2017-11-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
44,2017-11-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
45,2017-11-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
46,2017-11-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
47,2017-11-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
48,2017-11-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
49,2017-11-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
50,2017-11-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
51,2017-11-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
52,2017-11-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
53,2017-11-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
54,2017-11-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
55,2017-11-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
56,2017-11-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
57,2017-11-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
58,2017-11-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
59,2017-11-01,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
60,2017-10-31,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
61,2017-10-30,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
62,2017-10-29,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
63,2017-10-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
64,2017-10-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
65,2017-10-26,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
66,2017-10-24,34.725352,-120.428717,0.1,Parts per billion,24-HR BLK AVG
67,2017-10-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
68,2017-10-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
69,2017-10-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
70,2017-10-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
71,2017-10-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
72,2017-10-18,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
73,2017-10-17,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
74,2017-10-16,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
75,2017-10-15,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
76,2017-10-14,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
77,2017-10-13,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
78,2017-10-12,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
79,2017-10-11,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
80,2017-10-10,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
81,2017-10-09,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
82,2017-10-08,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
83,2017-10-07,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
84,2017-10-06,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
85,2017-10-05,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
86,2017-10-04,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
87,2017-10-03,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
88,2017-10-02,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
89,2017-09-28,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
90,2017-09-27,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
91,2017-09-25,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
92,2017-09-24,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
93,2017-09-23,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
94,2017-09-22,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
95,2017-09-21,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
96,2017-09-20,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
97,2017-09-19,34.725352,-120.428717,0.0,Parts per billion,24-HR BLK AVG
