,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-22 00:00:00+00:00,12268.56,3535.87,755.22,56.2,12.93,6.05,48.62,84.31
1,2020-09-23 00:00:00+00:00,,,,,,,,
2,2020-09-24 00:00:00+00:00,,,,,,,,
3,2020-09-25 00:00:00+00:00,38.66,10.46,2.12,0.27,0.1,0.05,0.0,0.03
4,2020-09-26 00:00:00+00:00,385.54,106.84,21.04,1.94,0.58,0.33,1.13,2.72
5,2020-09-27 00:00:00+00:00,688.92,190.61,32.96,2.43,0.71,0.38,2.82,5.05
6,2020-09-28 00:00:00+00:00,2483.4,681.72,103.68,5.34,1.36,0.72,12.85,18.95
7,2020-09-29 00:00:00+00:00,1630.21,449.22,69.61,3.49,0.9,0.48,8.18,12.17
8,2020-09-30 00:00:00+00:00,3026.35,866.43,215.29,21.56,5.0,2.37,13.29,27.6
9,2020-10-01 00:00:00+00:00,8572.15,2460.97,613.69,59.9,13.11,6.03,34.42,71.6
