,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-08 00:00:00+00:00,8004.84,2326.0,475.18,30.57,3.88,1.16,31.73,51.36
1,2020-09-09 00:00:00+00:00,1995.95,576.85,144.98,14.63,2.9,1.71,9.93,20.83
2,2020-09-10 00:00:00+00:00,,,,,,,,
3,2020-09-11 00:00:00+00:00,12220.28,3653.59,1113.33,145.71,27.16,8.81,49.14,115.31
4,2020-09-12 00:00:00+00:00,17664.69,5275.55,1567.75,198.47,37.0,12.35,67.87,154.81
5,2020-09-13 00:00:00+00:00,10815.38,3196.16,876.59,100.26,15.93,5.34,40.97,87.93
6,2020-09-14 00:00:00+00:00,13195.82,3922.33,1228.21,155.66,28.65,9.78,49.24,117.87
7,2020-09-15 00:00:00+00:00,5211.95,1536.35,439.24,49.16,8.45,2.99,22.9,50.84
8,2020-09-16 00:00:00+00:00,562.96,161.5,33.21,2.52,0.46,0.18,2.24,4.38
9,2020-09-17 00:00:00+00:00,258.32,72.39,13.26,1.06,0.2,0.07,0.59,1.38
10,2020-09-18 00:00:00+00:00,958.48,277.71,64.36,5.21,0.96,0.36,4.54,8.9
11,2020-09-19 00:00:00+00:00,1039.21,296.91,62.26,4.23,0.75,0.3,4.97,8.9
12,2020-09-20 00:00:00+00:00,2561.72,730.9,148.85,8.56,1.32,0.5,13.58,22.77
13,2020-09-21 00:00:00+00:00,2740.12,783.93,160.69,9.6,1.53,0.59,14.71,24.7
14,2020-09-22 00:00:00+00:00,549.93,155.94,31.73,2.41,0.44,0.17,2.06,4.13
15,2020-09-23 00:00:00+00:00,230.79,62.65,9.78,0.72,0.15,0.06,0.35,0.89
16,2020-09-24 00:00:00+00:00,216.67,60.12,10.39,0.87,0.17,0.07,0.39,0.99
17,2020-09-25 00:00:00+00:00,446.0,127.46,31.61,2.99,0.61,0.26,1.44,3.77
18,2020-09-26 00:00:00+00:00,404.89,115.09,25.44,2.18,0.44,0.18,1.28,3.03
19,2020-09-27 00:00:00+00:00,637.98,177.06,31.7,2.33,0.44,0.18,2.36,4.39
20,2020-09-28 00:00:00+00:00,2318.62,634.46,95.2,4.23,0.67,0.26,11.72,16.71
21,2020-09-29 00:00:00+00:00,1281.66,347.6,51.69,2.4,0.4,0.15,6.06,8.78
22,2020-09-30 00:00:00+00:00,3309.89,956.05,219.97,16.53,2.15,0.74,14.04,26.17
23,2020-10-01 00:00:00+00:00,7855.15,2268.03,530.48,40.96,5.27,1.78,32.97,63.5
