,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-08-03 00:00:00+00:00,6095.01,1891.31,381.61,19.77,3.43,1.59,27.74,44.99
1,2020-08-04 00:00:00+00:00,1380.8,422.71,67.81,2.63,0.48,0.26,6.55,9.72
2,2020-08-05 00:00:00+00:00,,,,,,,,
3,2020-08-06 00:00:00+00:00,616.19,192.74,28.79,1.03,0.0,0.0,3.19,4.38
4,2020-08-07 00:00:00+00:00,,,,,,,,
5,2020-08-08 00:00:00+00:00,,,,,,,,
6,2020-08-09 00:00:00+00:00,,,,,,,,
7,2020-08-10 00:00:00+00:00,,,,,,,,
8,2020-08-11 00:00:00+00:00,,,,,,,,
9,2020-08-12 00:00:00+00:00,,,,,,,,
10,2020-08-13 00:00:00+00:00,,,,,,,,
11,2020-08-14 00:00:00+00:00,,,,,,,,
12,2020-08-15 00:00:00+00:00,,,,,,,,
13,2020-08-16 00:00:00+00:00,,,,,,,,
14,2020-08-17 00:00:00+00:00,,,,,,,,
15,2020-08-18 00:00:00+00:00,,,,,,,,
16,2020-08-19 00:00:00+00:00,,,,,,,,
17,2020-08-20 00:00:00+00:00,,,,,,,,
18,2020-08-21 00:00:00+00:00,,,,,,,,
19,2020-08-22 00:00:00+00:00,582.46,177.58,28.47,1.06,0.21,0.12,2.82,4.33
20,2020-08-23 00:00:00+00:00,4545.26,1405.11,305.38,16.7,2.75,1.35,21.09,38.09
21,2020-08-24 00:00:00+00:00,2575.87,788.06,137.1,5.24,0.95,0.47,13.66,21.56
22,2020-08-25 00:00:00+00:00,409.15,125.04,20.4,0.86,0.18,0.1,1.75,2.74
23,2020-08-26 00:00:00+00:00,1063.22,328.24,68.84,3.7,0.59,0.3,4.56,7.9
24,2020-08-27 00:00:00+00:00,429.95,131.6,23.76,1.32,0.3,0.17,1.75,3.11
25,2020-08-28 00:00:00+00:00,413.54,126.66,21.89,1.14,0.24,0.14,1.56,2.79
26,2020-08-29 00:00:00+00:00,613.7,188.88,35.3,1.74,0.36,0.2,2.79,4.79
27,2020-08-30 00:00:00+00:00,742.57,227.37,40.16,1.9,0.38,0.21,3.52,5.83
28,2020-08-31 00:00:00+00:00,393.05,120.95,22.61,1.21,0.26,0.13,1.41,2.71
29,2020-09-01 00:00:00+00:00,262.83,80.58,14.78,0.81,0.18,0.09,0.77,1.55
30,2020-09-02 00:00:00+00:00,255.89,78.19,12.95,0.7,0.15,0.08,0.61,1.3
31,2020-09-03 00:00:00+00:00,560.28,167.89,16.81,0.53,0.12,0.07,2.21,3.17
32,2020-09-04 00:00:00+00:00,760.29,233.26,40.74,1.76,0.38,0.21,3.76,5.92
33,2020-09-05 00:00:00+00:00,1485.62,456.39,90.17,4.06,0.82,0.43,8.11,13.18
34,2020-09-06 00:00:00+00:00,5119.94,1588.73,391.45,24.48,4.34,2.23,24.78,49.51
35,2020-09-07 00:00:00+00:00,6822.12,2111.2,490.48,28.93,4.86,2.46,30.13,56.8
36,2020-09-08 00:00:00+00:00,5016.72,1552.75,335.24,19.71,3.87,2.05,20.95,38.29
37,2020-09-09 00:00:00+00:00,9889.83,3076.26,733.22,50.67,9.68,4.92,41.53,79.52
38,2020-09-10 00:00:00+00:00,6712.46,2073.43,445.63,27.31,5.11,2.69,30.11,57.04
39,2020-09-11 00:00:00+00:00,6804.19,2125.79,592.27,55.38,11.68,5.9,30.7,67.83
40,2020-09-12 00:00:00+00:00,10392.77,3263.23,1012.75,108.43,21.81,10.63,40.98,97.61
41,2020-09-13 00:00:00+00:00,12252.5,3851.76,1213.48,130.84,26.46,12.98,47.24,113.29
42,2020-09-14 00:00:00+00:00,8540.02,2679.95,833.34,92.12,19.7,10.14,33.95,81.92
43,2020-09-15 00:00:00+00:00,5627.07,1764.93,567.27,65.27,14.81,7.71,24.95,61.11
44,2020-09-16 00:00:00+00:00,1255.52,389.96,101.5,7.85,1.71,0.92,6.47,13.8
45,2020-09-17 00:00:00+00:00,347.12,107.08,25.05,2.15,0.56,0.31,1.25,3.01
46,2020-09-18 00:00:00+00:00,795.61,248.06,65.79,5.1,1.19,0.64,3.77,8.48
