,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-17 00:00:00+00:00,18901.23,5614.83,895.97,66.88,19.27,5.76,81.68,121.89
1,2020-09-18 00:00:00+00:00,10163.86,3020.86,571.65,52.45,15.05,4.62,44.31,74.55
2,2020-09-19 00:00:00+00:00,,,,,,,,
3,2020-09-20 00:00:00+00:00,,,,,,,,
4,2020-09-21 00:00:00+00:00,3358.06,970.88,229.35,42.7,12.32,5.18,18.1,42.48
5,2020-09-22 00:00:00+00:00,,,,,,,,
6,2020-09-23 00:00:00+00:00,,,,,,,,
7,2020-09-24 00:00:00+00:00,194.66,54.97,12.02,2.33,1.23,0.66,0.19,1.63
8,2020-09-25 00:00:00+00:00,367.16,105.62,27.38,6.15,3.26,1.67,0.98,4.93
9,2020-09-26 00:00:00+00:00,463.31,131.77,28.81,5.56,2.93,1.52,1.55,5.28
10,2020-09-27 00:00:00+00:00,651.19,184.02,35.08,5.26,2.48,1.21,2.67,6.36
11,2020-09-28 00:00:00+00:00,2374.96,664.35,101.35,11.54,3.56,1.52,12.8,20.78
12,2020-09-29 00:00:00+00:00,1747.54,492.33,77.21,8.12,2.76,1.19,9.2,15.11
13,2020-09-30 00:00:00+00:00,2949.7,865.09,224.84,22.97,5.56,1.8,13.79,28.11
14,2020-10-01 00:00:00+00:00,10634.86,3141.62,866.56,101.72,26.32,8.23,42.32,92.47
