,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2018-11-02 00:00:00+00:00,3337.8,1021.73,293.68,35.43,5.52,2.31,5.52,2.31
1,2018-11-03 00:00:00+00:00,,,,,,,,
2,2018-11-04 00:00:00+00:00,,,,,,,,
3,2018-11-05 00:00:00+00:00,,,,,,,,
4,2018-11-06 00:00:00+00:00,,,,,,,,
5,2018-11-07 00:00:00+00:00,,,,,,,,
6,2018-11-08 00:00:00+00:00,,,,,,,,
7,2018-11-09 00:00:00+00:00,,,,,,,,
8,2018-11-10 00:00:00+00:00,,,,,,,,
9,2018-11-11 00:00:00+00:00,,,,,,,,
10,2018-11-12 00:00:00+00:00,,,,,,,,
11,2018-11-13 00:00:00+00:00,,,,,,,,
12,2018-11-14 00:00:00+00:00,,,,,,,,
13,2018-11-15 00:00:00+00:00,18072.41,5580.22,1870.23,264.79,51.35,22.42,68.8,184.84
14,2018-11-16 00:00:00+00:00,14577.19,4496.04,1579.47,264.3,59.23,26.79,57.97,175.04
15,2018-11-17 00:00:00+00:00,12824.77,3953.26,1423.89,253.19,57.69,25.9,50.5,159.52
16,2018-11-18 00:00:00+00:00,8950.25,2748.65,966.99,168.04,36.36,15.79,37.3,108.56
17,2018-11-19 00:00:00+00:00,7944.28,2435.51,845.68,143.31,29.54,12.64,33.74,95.28
18,2018-11-20 00:00:00+00:00,7266.03,2218.48,719.69,113.4,22.41,9.41,32.42,83.92
19,2018-11-21 00:00:00+00:00,3184.29,963.16,271.82,36.79,6.47,2.76,14.68,34.3
20,2018-11-22 00:00:00+00:00,455.44,132.97,19.85,1.61,0.52,0.4,1.89,3.19
21,2018-11-23 00:00:00+00:00,328.98,95.73,12.69,1.12,0.44,0.35,1.06,1.9
22,2018-11-24 00:00:00+00:00,921.36,269.83,39.38,2.0,0.51,0.37,4.54,6.85
23,2018-11-25 00:00:00+00:00,872.44,254.82,38.74,2.67,0.64,0.44,4.2,6.77
24,2018-11-26 00:00:00+00:00,1135.46,328.48,43.23,2.53,0.52,0.36,5.73,8.44
25,2018-11-27 00:00:00+00:00,2290.11,661.9,87.54,4.87,0.77,0.46,12.51,18.24
26,2018-11-28 00:00:00+00:00,996.85,291.06,38.97,1.99,0.52,0.37,5.04,7.31
27,2018-11-29 00:00:00+00:00,212.27,61.84,12.77,2.2,0.74,0.49,0.51,1.71
28,2018-11-30 00:00:00+00:00,288.94,84.34,16.85,2.77,0.89,0.57,0.77,2.46
29,2018-12-01 00:00:00+00:00,412.09,119.52,18.01,1.92,0.62,0.43,1.59,3.01
30,2018-12-02 00:00:00+00:00,366.79,106.22,16.56,1.99,0.65,0.44,1.23,2.67
31,2018-12-03 00:00:00+00:00,769.5,220.87,26.88,2.14,0.61,0.42,3.61,5.58
32,2018-12-04 00:00:00+00:00,2058.52,594.13,70.25,3.91,0.77,0.47,11.17,15.85
33,2018-12-05 00:00:00+00:00,2983.94,871.65,122.13,6.54,1.0,0.53,16.4,25.33
34,2018-12-06 00:00:00+00:00,1910.64,553.48,62.26,2.8,0.56,0.36,10.54,14.19
35,2018-12-07 00:00:00+00:00,1395.34,400.57,42.04,2.22,0.55,0.39,7.28,9.91
36,2018-12-08 00:00:00+00:00,2882.56,837.45,110.32,6.44,1.18,0.63,16.07,24.17
37,2018-12-09 00:00:00+00:00,4263.76,1258.08,217.45,15.4,2.05,0.9,22.1,37.76
38,2018-12-10 00:00:00+00:00,5162.81,1543.33,346.5,34.3,5.28,2.21,26.56,54.96
39,2018-12-11 00:00:00+00:00,2950.67,873.99,168.55,13.55,1.97,0.89,16.31,30.22
40,2018-12-12 00:00:00+00:00,1516.42,444.46,72.74,5.36,0.96,0.52,8.16,13.3
41,2018-12-13 00:00:00+00:00,1744.66,507.04,72.68,5.33,1.03,0.58,9.57,14.86
42,2018-12-14 00:00:00+00:00,1502.5,436.87,63.5,5.3,1.19,0.66,7.85,12.51
43,2018-12-15 00:00:00+00:00,911.59,266.49,39.45,3.87,1.08,0.64,4.41,7.5
44,2018-12-16 00:00:00+00:00,753.54,219.25,30.16,2.99,0.84,0.52,3.61,5.9
