,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2018-08-04 00:00:00+00:00,2959.2,967.23,351.61,73.33,27.3,11.29,27.3,11.29
1,2018-08-05 00:00:00+00:00,289.09,93.36,16.2,1.45,0.41,0.39,0.41,0.39
2,2018-08-06 00:00:00+00:00,,,,,,,,
3,2018-08-07 00:00:00+00:00,,,,,,,,
4,2018-08-08 00:00:00+00:00,,,,,,,,
5,2018-08-09 00:00:00+00:00,,,,,,,,
6,2018-08-10 00:00:00+00:00,,,,,,,,
7,2018-08-11 00:00:00+00:00,,,,,,,,
8,2018-08-12 00:00:00+00:00,,,,,,,,
9,2018-08-13 00:00:00+00:00,,,,,,,,
10,2018-08-14 00:00:00+00:00,,,,,,,,
11,2018-08-15 00:00:00+00:00,,,,,,,,
12,2018-08-16 00:00:00+00:00,,,,,,,,
13,2018-08-17 00:00:00+00:00,,,,,,,,
14,2018-08-18 00:00:00+00:00,,,,,,,,
15,2018-08-19 00:00:00+00:00,,,,,,,,
16,2018-08-20 00:00:00+00:00,,,,,,,,
17,2018-08-21 00:00:00+00:00,,,,,,,,
18,2018-08-22 00:00:00+00:00,,,,,,,,
19,2018-08-23 00:00:00+00:00,,,,,,,,
20,2018-08-24 00:00:00+00:00,,,,,,,,
21,2018-08-25 00:00:00+00:00,889.06,289.88,68.07,3.94,0.67,0.17,0.67,0.17
22,2018-08-26 00:00:00+00:00,,,,,,,,
23,2018-08-27 00:00:00+00:00,,,,,,,,
24,2018-08-28 00:00:00+00:00,,,,,,,,
25,2018-08-29 00:00:00+00:00,,,,,,,,
26,2018-08-30 00:00:00+00:00,,,,,,,,
27,2018-08-31 00:00:00+00:00,,,,,,,,
28,2018-09-01 00:00:00+00:00,,,,,,,,
29,2018-09-02 00:00:00+00:00,,,,,,,,
30,2018-09-03 00:00:00+00:00,,,,,,,,
31,2018-09-04 00:00:00+00:00,,,,,,,,
32,2018-09-05 00:00:00+00:00,,,,,,,,
33,2018-09-06 00:00:00+00:00,,,,,,,,
34,2018-09-07 00:00:00+00:00,,,,,,,,
35,2018-09-08 00:00:00+00:00,,,,,,,,
36,2018-09-09 00:00:00+00:00,,,,,,,,
37,2018-09-10 00:00:00+00:00,,,,,,,,
38,2018-09-11 00:00:00+00:00,,,,,,,,
39,2018-09-12 00:00:00+00:00,,,,,,,,
40,2018-09-13 00:00:00+00:00,,,,,,,,
41,2018-09-14 00:00:00+00:00,,,,,,,,
42,2018-09-15 00:00:00+00:00,,,,,,,,
43,2018-09-16 00:00:00+00:00,,,,,,,,
44,2018-09-17 00:00:00+00:00,160.83,51.91,6.2,0.59,0.35,0.28,0.35,0.28
45,2018-09-18 00:00:00+00:00,96.7,31.22,4.52,0.66,0.4,0.35,0.4,0.35
46,2018-09-19 00:00:00+00:00,82.23,26.52,3.88,0.58,0.35,0.31,0.35,0.31
47,2018-09-20 00:00:00+00:00,95.49,30.76,4.13,0.56,0.34,0.28,0.34,0.28
48,2018-09-21 00:00:00+00:00,66.96,21.53,2.73,0.45,0.33,0.25,0.33,0.25
49,2018-09-22 00:00:00+00:00,234.38,75.77,10.44,0.79,0.42,0.3,0.42,0.3
50,2018-09-23 00:00:00+00:00,213.67,68.92,9.6,0.94,0.43,0.32,0.43,0.32
51,2018-09-24 00:00:00+00:00,96.34,31.0,4.26,0.59,0.38,0.22,0.38,0.22
52,2018-09-25 00:00:00+00:00,121.33,39.13,5.28,0.57,0.39,0.28,0.39,0.28
53,2018-09-26 00:00:00+00:00,121.16,39.1,5.07,0.5,0.33,0.29,0.33,0.29
54,2018-09-27 00:00:00+00:00,46.96,15.1,1.94,0.39,0.31,0.2,0.31,0.2
55,2018-09-28 00:00:00+00:00,354.3,114.89,22.14,2.37,0.82,0.33,0.82,0.33
56,2018-09-29 00:00:00+00:00,78.43,25.26,3.16,0.45,0.34,0.26,0.34,0.26
57,2018-09-30 00:00:00+00:00,38.61,12.4,1.6,0.38,0.34,0.28,0.34,0.28
58,2018-10-01 00:00:00+00:00,63.75,20.56,2.82,0.45,0.33,0.29,0.33,0.29
59,2018-10-02 00:00:00+00:00,28.9,9.29,1.31,0.33,0.32,0.32,0.32,0.32
60,2018-10-03 00:00:00+00:00,65.95,21.28,3.58,0.48,0.35,0.29,0.35,0.29
61,2018-10-04 00:00:00+00:00,31.94,10.3,1.5,0.41,0.34,0.3,0.34,0.3
62,2018-10-05 00:00:00+00:00,46.13,14.85,2.02,0.43,0.33,0.33,0.33,0.33
63,2018-10-06 00:00:00+00:00,399.41,128.86,18.97,2.05,0.76,0.37,0.76,0.37
64,2018-10-07 00:00:00+00:00,223.8,72.08,8.9,1.03,0.49,0.32,0.49,0.32
65,2018-10-08 00:00:00+00:00,286.38,92.12,10.43,0.93,0.49,0.3,0.49,0.3
66,2018-10-09 00:00:00+00:00,595.63,193.32,44.85,6.1,2.14,0.56,2.14,0.56
