,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-21 00:00:00+00:00,30361.97,9710.22,2855.87,214.66,27.48,17.07,130.82,253.95
1,2020-09-22 00:00:00+00:00,4621.18,1397.21,358.6,29.86,4.33,2.7,19.01,37.44
2,2020-09-23 00:00:00+00:00,2223.29,638.48,122.38,13.52,3.29,2.57,11.79,21.24
3,2020-09-24 00:00:00+00:00,,,,,,,,
4,2020-09-25 00:00:00+00:00,,,,,,,,
5,2020-09-26 00:00:00+00:00,,,,,,,,
6,2020-09-27 00:00:00+00:00,,,,,,,,
7,2020-09-28 00:00:00+00:00,,,,,,,,
8,2020-09-29 00:00:00+00:00,,,,,,,,
9,2020-09-30 00:00:00+00:00,,,,,,,,
10,2020-10-01 00:00:00+00:00,6950.3,2040.0,505.43,32.08,3.82,2.45,29.58,59.34
