,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-22 00:00:00+00:00,8799.12,2603.01,570.4,66.81,27.09,9.11,35.76,72.89
1,2020-09-23 00:00:00+00:00,2040.5,581.93,123.31,15.38,8.62,3.14,10.33,23.29
2,2020-09-24 00:00:00+00:00,,,,,,,,
3,2020-09-25 00:00:00+00:00,424.14,119.15,29.64,6.73,4.01,2.0,1.12,5.65
4,2020-09-26 00:00:00+00:00,436.2,122.33,26.44,5.29,3.0,1.38,1.26,4.86
5,2020-09-27 00:00:00+00:00,727.17,204.16,35.92,5.41,2.75,1.3,2.94,6.9
6,2020-09-28 00:00:00+00:00,2410.9,671.77,92.41,11.22,4.37,1.73,12.33,20.55
7,2020-09-29 00:00:00+00:00,1828.39,511.97,72.09,8.29,3.54,1.42,9.3,15.65
8,2020-09-30 00:00:00+00:00,3136.19,919.33,230.45,25.53,8.26,2.79,14.16,30.19
9,2020-10-01 00:00:00+00:00,10252.29,3014.88,778.44,92.19,31.04,9.96,39.93,87.8
