,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-04 00:00:00+00:00,14956.58,4278.32,787.42,62.67,9.37,4.82,59.2,96.17
1,2020-09-05 00:00:00+00:00,,,,,,,,
2,2020-09-06 00:00:00+00:00,,,,,,,,
3,2020-09-07 00:00:00+00:00,2753.27,786.56,192.95,33.46,3.22,1.12,14.39,31.56
4,2020-09-08 00:00:00+00:00,,,,,,,,
5,2020-09-09 00:00:00+00:00,,,,,,,,
6,2020-09-10 00:00:00+00:00,,,,,,,,
7,2020-09-11 00:00:00+00:00,11909.53,3492.12,1072.48,137.28,24.06,12.85,45.38,109.79
8,2020-09-12 00:00:00+00:00,10602.97,3098.46,924.69,110.76,18.32,9.87,39.65,91.16
9,2020-09-13 00:00:00+00:00,13829.01,4068.19,1289.22,150.58,26.27,14.18,51.26,122.18
10,2020-09-14 00:00:00+00:00,10867.02,3191.22,1161.68,156.22,36.6,21.21,39.12,107.32
11,2020-09-15 00:00:00+00:00,6930.33,2023.76,654.54,96.92,21.28,12.29,28.75,72.47
12,2020-09-16 00:00:00+00:00,1606.17,462.92,139.78,22.63,4.33,2.42,7.8,21.16
13,2020-09-17 00:00:00+00:00,593.17,165.87,43.09,5.3,1.31,0.75,2.16,5.88
14,2020-09-18 00:00:00+00:00,1042.12,298.57,87.54,11.29,2.17,1.27,4.67,12.24
15,2020-09-19 00:00:00+00:00,1879.56,528.37,112.37,13.43,2.52,1.43,9.2,18.47
16,2020-09-20 00:00:00+00:00,5333.04,1515.71,321.97,35.61,4.92,2.62,25.03,49.03
17,2020-09-21 00:00:00+00:00,7307.83,2094.16,482.21,53.22,7.78,4.06,30.53,62.27
18,2020-09-22 00:00:00+00:00,1244.68,350.38,80.78,10.27,2.2,1.28,5.55,12.4
19,2020-09-23 00:00:00+00:00,220.47,56.47,10.52,1.56,0.54,0.33,0.19,1.17
20,2020-09-24 00:00:00+00:00,226.4,58.97,12.47,1.48,0.41,0.24,0.3,1.24
21,2020-09-25 00:00:00+00:00,481.35,130.18,25.9,4.23,1.44,0.88,1.49,4.17
22,2020-09-26 00:00:00+00:00,534.62,144.96,27.84,4.09,1.27,0.81,1.82,4.48
23,2020-09-27 00:00:00+00:00,4790.1,1335.0,214.95,17.74,3.01,1.62,18.94,30.16
24,2020-09-28 00:00:00+00:00,6261.49,1732.6,252.38,22.23,2.77,1.48,26.74,43.95
25,2020-09-29 00:00:00+00:00,30094.82,8908.59,2504.3,196.75,30.24,15.3,119.87,234.38
26,2020-09-30 00:00:00+00:00,27554.38,8186.07,2478.9,238.01,41.16,21.4,108.65,235.79
27,2020-10-01 00:00:00+00:00,57359.14,19122.66,7191.19,745.86,119.82,58.52,247.12,624.23
