,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-11 00:00:00+00:00,5472.74,1591.46,328.72,21.37,4.48,0.81,23.2,38.8
1,2020-09-12 00:00:00+00:00,12642.7,3547.42,557.06,25.65,4.59,0.84,49.73,71.42
2,2020-09-13 00:00:00+00:00,,,,,,,,
3,2020-09-14 00:00:00+00:00,8145.63,2306.84,356.84,18.63,3.81,0.63,33.32,48.64
4,2020-09-15 00:00:00+00:00,655.7,176.35,18.62,1.29,0.35,0.11,2.65,3.76
5,2020-09-16 00:00:00+00:00,,,,,,,,
6,2020-09-17 00:00:00+00:00,222.88,54.36,7.19,0.66,0.24,0.04,0.09,0.44
7,2020-09-18 00:00:00+00:00,909.46,262.55,69.86,7.1,1.74,0.4,4.09,9.83
8,2020-09-19 00:00:00+00:00,895.97,255.87,59.79,5.65,1.48,0.35,4.07,8.76
9,2020-09-20 00:00:00+00:00,3263.99,929.98,202.36,15.05,3.33,0.69,16.63,30.53
10,2020-09-21 00:00:00+00:00,4243.96,1215.43,271.44,20.86,4.44,0.89,21.2,41.7
11,2020-09-22 00:00:00+00:00,438.96,123.07,25.42,2.73,0.78,0.2,1.46,3.49
12,2020-09-23 00:00:00+00:00,261.84,70.59,9.6,0.86,0.28,0.08,0.46,1.11
13,2020-09-24 00:00:00+00:00,214.94,58.77,10.19,1.04,0.3,0.08,0.31,1.0
14,2020-09-25 00:00:00+00:00,374.54,103.97,21.43,2.9,1.07,0.31,1.0,3.03
15,2020-09-26 00:00:00+00:00,425.6,117.92,23.85,3.0,1.07,0.32,1.28,3.43
16,2020-09-27 00:00:00+00:00,831.01,230.43,38.53,3.13,0.97,0.27,3.69,6.43
17,2020-09-28 00:00:00+00:00,3563.13,977.34,136.57,6.59,1.57,0.39,18.38,27.33
18,2020-09-29 00:00:00+00:00,1649.29,457.06,70.01,3.82,1.0,0.23,8.57,12.72
19,2020-09-30 00:00:00+00:00,1215.4,344.89,72.18,5.29,1.17,0.26,5.98,11.02
20,2020-10-01 00:00:00+00:00,7555.01,2194.67,570.39,55.11,11.53,2.06,32.38,68.04
