,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-17 00:00:00+00:00,5784.7,1543.51,283.54,20.54,5.5,0.42,22.65,37.95
1,2020-09-18 00:00:00+00:00,1876.21,507.69,107.64,11.57,3.81,0.0,8.76,17.69
2,2020-09-19 00:00:00+00:00,,,,,,,,
3,2020-09-20 00:00:00+00:00,,,,,,,,
4,2020-09-21 00:00:00+00:00,,,,,,,,
5,2020-09-22 00:00:00+00:00,361.19,94.95,23.35,3.01,1.2,0.13,0.86,3.0
6,2020-09-23 00:00:00+00:00,498.3,130.79,28.27,3.29,1.25,0.15,1.62,4.07
7,2020-09-24 00:00:00+00:00,327.35,86.98,19.87,2.09,0.64,0.07,0.71,2.24
8,2020-09-25 00:00:00+00:00,764.1,208.85,63.19,10.2,4.08,0.48,2.85,9.75
9,2020-09-26 00:00:00+00:00,686.97,185.07,51.59,7.69,2.97,0.34,2.47,7.77
10,2020-09-27 00:00:00+00:00,987.86,261.32,58.24,7.15,2.73,0.29,4.1,9.38
11,2020-09-28 00:00:00+00:00,4201.47,1096.8,166.18,10.01,2.88,0.27,19.33,31.47
12,2020-09-29 00:00:00+00:00,738.92,194.74,32.9,2.15,0.58,0.06,2.96,5.06
13,2020-09-30 00:00:00+00:00,2653.87,729.56,168.61,12.45,3.09,0.23,12.56,24.76
14,2020-10-01 00:00:00+00:00,8151.04,2246.05,542.31,43.7,10.98,0.8,32.54,65.94
