,created_at,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10.0_CF_1_ug/m3
0,2020-09-01 00:00:00+00:00,11318.36,3459.63,961.09,77.09,21.68,10.35,46.29,96.16
1,2020-09-02 00:00:00+00:00,8161.46,2330.08,469.86,33.81,9.6,4.65,32.48,57.14
2,2020-09-03 00:00:00+00:00,,,,,,,,
3,2020-09-04 00:00:00+00:00,406.86,116.62,16.81,0.0,0.0,0.0,0.71,1.31
4,2020-09-05 00:00:00+00:00,,,,,,,,
5,2020-09-06 00:00:00+00:00,,,,,,,,
6,2020-09-07 00:00:00+00:00,,,,,,,,
7,2020-09-08 00:00:00+00:00,,,,,,,,
8,2020-09-09 00:00:00+00:00,,,,,,,,
9,2020-09-10 00:00:00+00:00,,,,,,,,
10,2020-09-11 00:00:00+00:00,,,,,,,,
11,2020-09-12 00:00:00+00:00,,,,,,,,
12,2020-09-13 00:00:00+00:00,,,,,,,,
13,2020-09-14 00:00:00+00:00,,,,,,,,
14,2020-09-15 00:00:00+00:00,,,,,,,,
15,2020-09-16 00:00:00+00:00,,,,,,,,
16,2020-09-17 00:00:00+00:00,,,,,,,,
17,2020-09-18 00:00:00+00:00,,,,,,,,
18,2020-09-19 00:00:00+00:00,,,,,,,,
19,2020-09-20 00:00:00+00:00,,,,,,,,
20,2020-09-21 00:00:00+00:00,,,,,,,,
21,2020-09-22 00:00:00+00:00,,,,,,,,
22,2020-09-23 00:00:00+00:00,,,,,,,,
23,2020-09-24 00:00:00+00:00,,,,,,,,
24,2020-09-25 00:00:00+00:00,,,,,,,,
25,2020-09-26 00:00:00+00:00,,,,,,,,
26,2020-09-27 00:00:00+00:00,,,,,,,,
27,2020-09-28 00:00:00+00:00,,,,,,,,
28,2020-09-29 00:00:00+00:00,,,,,,,,
29,2020-09-30 00:00:00+00:00,754.4,216.56,42.76,4.72,1.72,0.6,2.87,6.59
30,2020-10-01 00:00:00+00:00,13562.08,3934.74,971.24,92.25,28.84,15.04,51.39,105.48
